"ID","year","place","sowing","varietyID","variety","block","plot","ind","CanopyArea_20180722","CanopyArea_20180723","CanopyArea_20180724","CanopyArea_20180725","CanopyArea_20180726","CanopyArea_20180727","CanopyArea_20180728","CanopyArea_20180731","CanopyArea_20180801","CanopyArea_20180802","CanopyArea_20180803","CanopyArea_20180804","CanopyArea_20180805","CanopyArea_20180807","CanopyArea_20180808","CanopyArea_20180809","CanopyArea_20180810","CanopyArea_20180813","CanopyArea_20180814","CanopyArea_20180817","CanopyArea_20180818","CanopyArea_20180820","CanopyArea_20180825","CanopyArea_20180828"
NA,2018,"Tottori","Jul",142,"GmWMC142","D1",88,0,0.01036,0.01433,0.02118,0.02003,0.0232,0.02164,0.0336,0.04378,0.04177,0.04889,0.05398,0.05117,0.04192,0.02381,0.0357,0.05164,0.05888,0.04375,0.03866,0.04591,0.05189,0.04324,0.05183,0.03019
NA,2018,"Tottori","Jul",206,"C1290","D1",89,0,0.0099,0.0115,0.01389,0.01343,0.01526,0.01562,0.02184,0.02851,0.03469,0.03506,0.03763,0.04186,0.03961,0.04301,0.04615,0.06183,0.06275,0.06519,0.05221,0.07742,0.07252,0.07072,0.06546,0.05792
NA,2018,"Tottori","Jul",106,"GmJMC106","D1",90,0,0.00785,0.01407,0.0168,0.01767,0.01778,0.0194,0.03328,0.02844,0.03206,0.03244,0.03931,0.04274,0.03621,0.03208,0.04035,0.06682,0.06379,0.05174,0.03797,0.05412,0.06241,0.06011,0.04581,0.04558
NA,2018,"Tottori","Jul",83,"GmWMC083","D1",91,0,0.01443,0.0178,0.01926,0.02023,0.02198,0.02048,0.03313,0.03654,0.03784,0.0376,0.04609,0.05001,0.0398,0.04007,0.04514,0.07613,0.07851,0.06987,0.04929,0.07765,0.07703,0.0915,0.07396,0.09369
NA,2018,"Tottori","Jul",94,"GmWMC094","D1",92,0,0.01643,0.02545,0.02917,0.03317,0.02974,0.0297,0.05119,0.04477,0.03878,0.04378,0.05132,0.05048,0.03787,0.03192,0.0415,0.05995,0.07073,0.05576,0.03847,0.06109,0.05325,0.05637,0.04401,0.04368
NA,2018,"Tottori","Jul",81,"GmJMC081","D1",93,0,0.01411,0.02354,0.02955,0.03287,0.03188,0.03319,0.05546,0.05137,0.04684,0.05247,0.05597,0.0571,0.05013,0.02971,0.04294,0.0676,0.06497,0.04537,0.03459,0.04322,0.04379,0.03914,0.05049,0.03388
NA,2018,"Tottori","Jul",45,"GmWMC045","D1",94,0,0.01535,0.02419,0.02414,0.02452,0.03014,0.03185,0.04282,0.04692,0.04522,0.05179,0.05826,0.05439,0.05306,0.0442,0.05581,0.07038,0.07006,0.07389,0.05306,0.06718,0.07064,0.07255,0.0761,0.05742
NA,2018,"Tottori","Jul",6,"GmWMC006","D1",95,0,0.02202,0.0316,0.03802,0.02913,0.04039,0.04174,0.06791,0.05806,0.05489,0.06969,0.06687,0.06317,0.06651,0.02927,0.05751,0.06444,0.0829,0.07323,0.04916,0.07271,0.06169,0.08099,0.05816,0.06389
NA,2018,"Tottori","Jul",93,"GmJMC093","D1",96,0,0.02047,0.02859,0.03343,0.03927,0.04231,0.04195,0.05613,0.05263,0.0507,0.07111,0.0689,0.06851,0.05936,0.05334,0.06289,0.06418,0.07197,0.10127,0.0714,0.08749,0.07146,0.07982,0.08605,0.06098
NA,2018,"Tottori","Jul",159,"GmWMC159","D1",97,0,0.00585,0.00855,0.01174,0.00947,0.01379,0.01065,0.01905,0.02062,0.02019,0.02523,0.02908,0.02949,0.02739,0.02575,0.03089,0.0407,0.0399,0.05219,0.03629,0.05558,0.05288,0.05372,0.0419,0.05037
NA,2018,"Tottori","Jul",69,"GmJMC069","D1",98,0,0.01055,0.01498,0.01797,0.01795,0.02272,0.01943,0.02624,0.02419,0.02621,0.04057,0.03628,0.02994,0.02886,0.02276,0.03401,0.04965,0.0547,0.0638,0.04589,0.08725,0.07674,0.07564,0.07786,0.07826
NA,2018,"Tottori","Jul",139,"GmJMC139","D1",99,0,0.01628,0.02244,0.02343,0.02621,0.02771,0.02814,0.03975,0.03311,0.03338,0.03455,0.038,0.03886,0.03021,0.02799,0.03464,0.05313,0.05234,0.04527,0.03091,0.05396,0.04557,0.05836,0.04212,0.05308
NA,2018,"Tottori","Jul",36,"GmWMC036","D1",100,0,0.00514,0.00579,0.00724,0.00664,0.00903,0.00752,0.01009,0.01229,0.01333,0.01575,0.01666,0.01785,0.01688,0.01809,0.02418,0.03083,0.03099,0.03902,0.03272,0.0346,0.0383,0.03912,0.03938,0.04981
NA,2018,"Tottori","Jul",143,"GmWMC143","D1",101,0,0.00504,0.01463,0.01841,0.01827,0.01875,0.01735,0.02608,0.02472,0.02214,0.0225,0.0232,0.0268,0.02449,0.01894,0.01883,0.02934,0.0296,0.04896,0.02542,0.03314,0.0275,0.02232,0.02951,0.02992
NA,2018,"Tottori","Jul",158,"GmJMC158","D1",102,0,0.00769,0.01028,0.01462,0.01182,0.01013,0.01094,0.02501,0.0153,0.01309,0.01606,0.0174,0.01806,0.01378,0.01433,0.01359,0.03924,0.0337,0.0244,0.01763,0.0337,0.01811,0.01831,0.01323,0.00567
NA,2018,"Tottori","Jul",85,"GmJMC085","D1",103,0,0.00925,0.02271,0.02802,0.03247,0.03166,0.02944,0.04447,0.04464,0.03928,0.05112,0.05112,0.05754,0.04874,0.03551,0.05476,0.07268,0.0787,0.09441,0.07226,0.10218,0.07418,0.09015,0.09052,0.08308
NA,2018,"Tottori","Jul",112,"GmJMC112","D1",104,0,0.00696,0.0095,0.0157,0.01488,0.01552,0.01437,0.02863,0.02712,0.02977,0.03022,0.03098,0.03124,0.02925,0.01518,0.02391,0.03291,0.04238,0.04929,0.03302,0.04624,0.03494,0.04535,0.0517,0.05663
NA,2018,"Tottori","Jul",116,"GmJMC116","D1",105,0,0.01052,0.01932,0.02911,0.02851,0.02875,0.03083,0.05462,0.04186,0.03984,0.0404,0.04117,0.04581,0.03824,0.01616,0.03026,0.07444,0.08639,0.07102,0.04738,0.07275,0.05138,0.05886,0.06607,0.0423
NA,2018,"Tottori","Jul",26,"GmJMC026","D1",106,0,0.01416,0.02703,0.0322,0.03243,0.0345,0.03178,0.05087,0.04416,0.03465,0.04028,0.04361,0.04709,0.03616,0.02911,0.03715,0.06736,0.07044,0.06197,0.04883,0.06748,0.05398,0.06606,0.07479,0.0811
NA,2018,"Tottori","Jul",189,"GmWMC189","D1",107,0,0.0102,0.01051,0.02061,0.02075,0.02393,0.02147,0.03819,0.03522,0.0374,0.045,0.04402,0.04919,0.04617,0.04569,0.05149,0.0798,0.09738,0.10097,0.07881,0.09876,0.09188,0.08819,0.07949,0.0874
NA,2018,"Tottori","Jul",35,"GmWMC035","D1",108,0,0.01355,0.01671,0.02639,0.02672,0.02813,0.02816,0.04874,0.05062,0.04714,0.05261,0.05462,0.05962,0.05649,0.0596,0.06503,0.09815,0.118,0.10892,0.08414,0.10785,0.10866,0.11634,0.10805,0.1273
NA,2018,"Tottori","Jul",145,"GmJMC145","D1",109,0,0.01526,0.01875,0.02767,0.0257,0.02842,0.02868,0.04909,0.04572,0.04688,0.05358,0.06228,0.06892,0.06125,0.04469,0.05647,0.08464,0.11598,0.08314,0.06386,0.1004,0.09137,0.09699,0.08477,0.10734
NA,2018,"Tottori","Jul",33,"GmJMC033","D1",110,0,0.01866,0.02672,0.03473,0.03571,0.03811,0.03774,0.06082,0.05289,0.0499,0.06437,0.06446,0.06749,0.06483,0.05724,0.06383,0.1032,0.11766,0.08856,0.06645,0.09103,0.07328,0.07494,0.05145,0.04766
NA,2018,"Tottori","Jul",63,"GmJMC063","D1",111,0,0.02071,0.03028,0.04724,0.03977,0.045,0.04345,0.07242,0.06766,0.06383,0.07174,0.07765,0.0708,0.07145,0.0598,0.06435,0.10566,0.12902,0.10269,0.0668,0.09519,0.07086,0.06955,0.06259,0.07874
NA,2018,"Tottori","Jul",117,"GmJMC117","D1",112,0,0.00797,0.01485,0.02146,0.021,0.02362,0.02506,0.03973,0.03484,0.03871,0.03958,0.04317,0.04619,0.03876,0.03216,0.0398,0.07718,0.08328,0.05839,0.04209,0.06362,0.06226,0.05757,0.04808,0.0534
NA,2018,"Tottori","Jul",155,"GmWMC155","D1",113,0,0.00581,0.00915,0.01582,0.01351,0.01501,0.01289,0.02456,0.02475,0.02468,0.03138,0.02946,0.03221,0.02716,0.02197,0.02138,0.06029,0.0675,0.05321,0.03603,0.04946,0.03971,0.03229,0.04079,0.0312
NA,2018,"Tottori","Jul",157,"GmWMC157","D1",114,0,0.00274,0.00141,0.00643,0.00558,0.00579,0.00479,0.01028,0.0135,0.01027,0.0129,0.01556,0.0162,0.01391,0.01184,0.01429,0.0272,0.04315,0.03158,0.0195,0.03328,0.02618,0.02671,0.02181,0.01436
NA,2018,"Tottori","Jul",179,"GmJMC179","D1",115,0,0.01528,0.02583,0.03659,0.03658,0.03792,0.04228,0.05702,0.04764,0.05064,0.06507,0.06662,0.06692,0.05322,0.05829,0.0633,0.09402,0.09839,0.10156,0.08074,0.10414,0.09253,0.09681,0.10117,0.08944
NA,2018,"Tottori","Jul",151,"GmWMC151","D1",116,0,0.00879,0.01097,0.02132,0.01529,0.02086,0.01978,0.04009,0.0366,0.04155,0.04123,0.05302,0.05553,0.04768,0.05009,0.04907,0.08962,0.09697,0.0858,0.06625,0.07787,0.06784,0.07602,0.06591,0.07283
NA,2018,"Tottori","Jul",91,"GmJMC091","D1",117,0,0.03006,0.03595,0.04865,0.04978,0.04768,0.04912,0.07769,0.07411,0.07256,0.07079,0.07593,0.0779,0.06986,0.05156,0.06321,0.10616,0.10441,0.08729,0.06503,0.07513,0.06335,0.06465,0.06381,0.05523
NA,2018,"Tottori","Jul",68,"GmJMC068","D1",118,0,0.01689,0.02408,0.03184,0.03219,0.0342,0.03354,0.05076,0.04999,0.04172,0.04602,0.04475,0.04886,0.04139,0.0317,0.0366,0.05472,0.06319,0.07443,0.05051,0.04564,0.04443,0.04471,0.06328,0.05117
NA,2018,"Tottori","Jul",90,"GmJMC090","D1",119,0,0.0165,0.02462,0.02873,0.03206,0.03266,0.03191,0.0481,0.04461,0.04568,0.04956,0.04949,0.05581,0.04663,0.03428,0.03708,0.05417,0.06301,0.06015,0.03554,0.02857,0.03149,0.04035,0.05338,0.04535
NA,2018,"Tottori","Jul",31,"GmJMC031","D1",120,0,0.02348,0.02827,0.03634,0.03214,0.03778,0.03522,0.05971,0.05261,0.04936,0.0548,0.0637,0.06671,0.05711,0.04279,0.05485,0.08801,0.10007,0.07916,0.04676,0.07016,0.07386,0.0619,0.06568,0.07563
NA,2018,"Tottori","Jul",124,"GmWMC124","D1",121,0,0.01013,0.01159,0.01863,0.01934,0.02299,0.01838,0.03491,0.03505,0.02998,0.03792,0.04157,0.04632,0.03937,0.0351,0.04271,0.07176,0.09111,0.07317,0.04899,0.05555,0.0549,0.05437,0.05818,0.05382
NA,2018,"Tottori","Jul",75,"GmWMC075","D1",122,0,0.0125,0.02392,0.03239,0.03395,0.03771,0.03011,0.0623,0.05471,0.0536,0.06309,0.06978,0.0655,0.06367,0.04644,0.05523,0.09838,0.11528,0.09834,0.06924,0.10027,0.10293,0.10463,0.09375,0.10572
NA,2018,"Tottori","Jul",185,"GmWMC185","D1",123,0,0.00696,0.01294,0.01913,0.0184,0.02262,0.01959,0.03303,0.02476,0.02757,0.03183,0.03102,0.03463,0.02985,0.0226,0.02555,0.0567,0.05803,0.04598,0.0186,0.04094,0.03639,0.02957,0.03485,0.0355
NA,2018,"Tottori","Jul",160,"GmWMC160","D1",124,0,0.00112,0.00155,0.00511,0.00365,0.00252,0.00213,0.00732,0.00869,0.00771,0.01452,0.01334,0.01726,0.01234,0.00772,0.01169,0.0275,0.03277,0.02266,0.01246,0.02645,0.01955,0.01775,0.01134,0.01871
NA,2018,"Tottori","Jul",163,"GmWMC163","D1",125,0,0.0073,0.01026,0.01405,0.01256,0.01385,0.01212,0.02105,0.02174,0.02579,0.02726,0.02856,0.0341,0.032,0.03004,0.03211,0.06334,0.06673,0.05369,0.03659,0.06493,0.06261,0.05801,0.03622,0.06511
NA,2018,"Tottori","Jul",115,"GmWMC115","D1",126,0,0.01362,0.01623,0.01941,0.01548,0.01812,0.01806,0.02565,0.02507,0.02502,0.02771,0.02674,0.03211,0.02599,0.02259,0.02769,0.04935,0.0532,0.04343,0.02223,0.04838,0.03376,0.03351,0.02527,0.03022
NA,2018,"Tottori","Jul",8,"GmJMC008","D1",127,0,0.01597,0.02352,0.03001,0.02968,0.03617,0.03445,0.05057,0.04849,0.04624,0.04817,0.05253,0.06243,0.05018,0.03307,0.04513,0.08508,0.09254,0.06779,0.04531,0.08308,0.06508,0.07409,0.04484,0.04675
NA,2018,"Tottori","Jul",84,"GmWMC084","D1",128,0,0.00822,0.01152,0.01355,0.01294,0.0161,0.01526,0.02209,0.03005,0.02731,0.03289,0.03567,0.03557,0.03023,0.0286,0.03167,0.06165,0.06214,0.05898,0.04258,0.07245,0.06439,0.064,0.06613,0.06497
NA,2018,"Tottori","Jul",2,"GmJMC002","D1",129,0,0.02107,0.02932,0.03279,0.03219,0.03792,0.03507,0.05223,0.04909,0.04536,0.05779,0.06103,0.06318,0.06212,0.03991,0.0577,0.08585,0.09627,0.07502,0.04726,0.06819,0.0495,0.05829,0.01267,0.00933
NA,2018,"Tottori","Jul",25,"GmJMC025","D1",130,0,0.01923,0.03793,0.04373,0.04589,0.05409,0.05223,0.08339,0.07628,0.07251,0.08706,0.08772,0.09429,0.09012,0.06909,0.08536,0.12944,0.16214,0.14089,0.08664,0.14705,0.12065,0.10621,0.1131,0.10397
NA,2018,"Tottori","Jul",34,"GmJMC034","D1",131,0,0.02591,0.04063,0.0447,0.04882,0.05669,0.05236,0.07707,0.07842,0.06894,0.08212,0.08887,0.09201,0.07431,0.05418,0.07969,0.11564,0.14312,0.10515,0.07672,0.11025,0.1003,0.10409,0.08462,0.10591
NA,2018,"Tottori","Jul",82,"GmJMC082","D1",132,0,0.02439,0.03966,0.03889,0.04741,0.05236,0.04968,0.081,0.07278,0.07362,0.0805,0.08235,0.08919,0.08681,0.07381,0.09099,0.13662,0.15644,0.14725,0.10534,0.15524,0.15311,0.14338,0.13827,0.15334
NA,2018,"Tottori","Jul",98,"GmJMC098","D1",133,0,0.00821,0.0159,0.01423,0.02325,0.0278,0.02356,0.03894,0.04211,0.04334,0.05175,0.05944,0.06248,0.05482,0.04089,0.05947,0.10192,0.11799,0.09534,0.06867,0.11567,0.09647,0.0954,0.09185,0.08492
NA,2018,"Tottori","Jul",175,"GmWMC175","D1",134,0,0.01579,0.0255,0.02408,0.02615,0.03097,0.03007,0.04759,0.04376,0.04664,0.0573,0.06393,0.07388,0.06951,0.06335,0.07749,0.12516,0.14436,0.15772,0.11332,0.16506,0.15596,0.15586,0.16649,0.18367
NA,2018,"Tottori","Jul",114,"GmJMC114","D1",135,0,0.01436,0.02329,0.02216,0.02927,0.03097,0.03193,0.05538,0.05014,0.04614,0.05172,0.06092,0.05849,0.05779,0.03611,0.04563,0.09463,0.11481,0.08651,0.06619,0.09649,0.0963,0.11633,0.09545,0.10771
NA,2018,"Tottori","Jul",30,"GmJMC030","D1",136,0,0.00991,0.01602,0.01649,0.01927,0.02138,0.02294,0.03325,0.03141,0.0304,0.03677,0.0404,0.04102,0.03555,0.0264,0.03749,0.06945,0.08689,0.07302,0.04172,0.07061,0.05924,0.0587,0.04907,0.07121
NA,2018,"Tottori","Jul",169,"GmWMC169","D1",137,0,0.02058,0.02507,0.02903,0.02725,0.0325,0.03264,0.04412,0.0497,0.04907,0.0596,0.06118,0.06648,0.06111,0.0635,0.07233,0.10026,0.1112,0.10269,0.07998,0.10142,0.09728,0.10125,0.08277,0.10312
NA,2018,"Tottori","Jul",86,"GmWMC086","D1",138,0,0.01628,0.02017,0.02325,0.02923,0.03091,0.032,0.04723,0.04578,0.04735,0.05069,0.04982,0.06011,0.04909,0.0379,0.05003,0.08839,0.10186,0.07826,0.05095,0.06967,0.04763,0.06473,0.03833,0.04751
NA,2018,"Tottori","Jul",144,"GmWMC144","D1",139,0,0.01337,0.02154,0.02177,0.02429,0.02847,0.027,0.04004,0.04075,0.04094,0.05464,0.05398,0.06032,0.05176,0.04808,0.0551,0.07397,0.09165,0.09468,0.06777,0.09033,0.07471,0.09446,0.0874,0.06343
NA,2018,"Tottori","Jul",180,"GmJMC180","D1",140,0,0.00859,0.01218,0.01374,0.01401,0.01737,0.0167,0.02423,0.02661,0.03195,0.03621,0.03512,0.03932,0.04027,0.03529,0.03986,0.06354,0.07169,0.07361,0.04862,0.06843,0.05725,0.06523,0.06602,0.05919
NA,2018,"Tottori","Jul",182,"GmWMC182","D1",141,0,0.00482,0.01114,0.01218,0.01458,0.01832,0.02012,0.03155,0.02885,0.03281,0.04128,0.04062,0.04489,0.03507,0.02286,0.03347,0.06076,0.0687,0.05811,0.03901,0.07282,0.05182,0.06162,0.05486,0.0508
NA,2018,"Tottori","Jul",78,"GmJMC078","D1",142,0,0.01431,0.02357,0.02384,0.03061,0.03093,0.03111,0.05293,0.04953,0.05111,0.04831,0.05075,0.06311,0.05237,0.04949,0.04886,0.09845,0.10306,0.08214,0.05946,0.0905,0.08173,0.09233,0.06595,0.06497
NA,2018,"Tottori","Jul",5,"GmJMC005","D1",143,0,0.02608,0.04103,0.04297,0.04427,0.04523,0.0486,0.06681,0.05949,0.05668,0.06046,0.06424,0.06734,0.05868,0.04534,0.06068,0.09613,0.10399,0.08948,0.05961,0.10433,0.08123,0.09473,0.06684,0.06508
NA,2018,"Tottori","Jul",178,"GmWMC178","D1",144,0,0.00884,0.01979,0.02075,0.02653,0.02713,0.02464,0.04755,0.04846,0.04257,0.04678,0.05132,0.05117,0.04795,0.03966,0.04463,0.07273,0.08424,0.07475,0.04709,0.08036,0.04812,0.06758,0.07296,0.06949
NA,2018,"Tottori","Jul",47,"GmJMC047","D1",145,0,0.00959,0.01341,0.01788,0.01946,0.02204,0.02327,0.04479,0.04113,0.03592,0.04309,0.04375,0.04607,0.04605,0.02461,0.04139,0.08455,0.10304,0.08509,0.05038,0.08957,0.07455,0.08645,0.06518,0.09482
NA,2018,"Tottori","Jul",53,"GmJMC053","D1",146,0,0.01025,0.0173,0.02408,0.02392,0.027,0.03103,0.04429,0.04073,0.03792,0.04173,0.05281,0.06098,0.04204,0.03343,0.04337,0.05824,0.07588,0.08731,0.04858,0.08537,0.06042,0.06482,0.04772,0.04127
NA,2018,"Tottori","Jul",18,"GmWMC018","D1",147,0,0.02038,0.02815,0.03582,0.03885,0.03816,0.03733,0.05889,0.05424,0.04857,0.05821,0.06111,0.06703,0.06076,0.0456,0.06424,0.07444,0.08889,0.07895,0.05855,0.09327,0.0762,0.0803,0.06402,0.05366
NA,2018,"Tottori","Jul",110,"GmJMC110","D1",148,0,0.02197,0.03941,0.04469,0.05002,0.05401,0.0568,0.08109,0.07428,0.0706,0.07946,0.08264,0.08742,0.07252,0.06457,0.06781,0.09935,0.11621,0.0963,0.05264,0.1018,0.07826,0.08076,0.04888,0.05782
NA,2018,"Tottori","Jul",177,"GmJMC177","D1",149,0,0.01027,0.0198,0.02404,0.02464,0.02774,0.02534,0.04407,0.03786,0.03527,0.03609,0.03966,0.04671,0.03383,0.02223,0.03619,0.06175,0.06334,0.05165,0.02736,0.05629,0.04824,0.04897,0.03213,0.02902
NA,2018,"Tottori","Jul",88,"GmJMC088","D1",150,0,0.01666,0.02632,0.03126,0.03333,0.0346,0.03105,0.04725,0.0419,0.03575,0.03759,0.03833,0.03232,0.02968,0.02221,0.0281,0.03534,0.05358,0.04602,0.02893,0.04796,0.04843,0.04744,0.03833,0.02989
NA,2018,"Tottori","Jul",130,"GmJMC130","D1",151,0,0.01393,0.02787,0.0329,0.02875,0.02872,0.02244,0.05439,0.03593,0.03383,0.03567,0.03369,0.03236,0.02628,0.02703,0.02497,0.04767,0.04591,0.0461,0.01588,0.03133,0.02005,0.02157,0.02111,0.01124
NA,2018,"Tottori","Jul",113,"GmWMC113","D1",152,0,0.00922,0.01189,0.01806,0.01472,0.0123,0.01208,0.02343,0.01145,0.01159,0.01082,0.01321,0.01564,0.00935,0.01033,0.00633,0.02234,0.02175,0.01699,0.00852,0.02448,0.01232,0.01127,0.00714,0.00376
NA,2018,"Tottori","Jul",14,"GmWMC014","D1",153,0,0.01781,0.02271,0.02933,0.02972,0.02684,0.02793,0.04832,0.03228,0.02675,0.0277,0.02629,0.02963,0.02678,0.01086,0.02239,0.04223,0.04429,0.03423,0.02023,0.0318,0.01774,0.02162,0.02122,0.01536
NA,2018,"Tottori","Jul",147,"GmWMC147","D1",154,0,0.01659,0.02281,0.03384,0.0291,0.02746,0.02183,0.04026,0.033,0.0322,0.0303,0.03398,0.03688,0.03092,0.01884,0.02641,0.05867,0.05918,0.04136,0.02463,0.04734,0.02334,0.03728,0.03201,0.02926
NA,2018,"Tottori","Jul",57,"GmJMC057","D1",155,0,0.00811,0.01516,0.02054,0.01945,0.01886,0.01786,0.03855,0.03118,0.03137,0.02738,0.02942,0.03038,0.02795,0.01741,0.01925,0.04502,0.05398,0.03895,0.02986,0.04252,0.02721,0.03212,0.03949,0.02474
NA,2018,"Tottori","Jul",128,"GmJMC128","D1",156,0,0.01621,0.0196,0.02526,0.02541,0.02543,0.02436,0.03855,0.02893,0.03018,0.03519,0.03547,0.04268,0.03732,0.02971,0.03589,0.06147,0.07262,0.04803,0.03553,0.04895,0.03405,0.04268,0.03483,0.03043
NA,2018,"Tottori","Jul",27,"GmWMC027","D1",157,0,0.01422,0.01861,0.02486,0.02838,0.02853,0.02831,0.04624,0.04328,0.03792,0.0401,0.0405,0.04237,0.04361,0.02667,0.03279,0.05224,0.06866,0.06154,0.04013,0.0606,0.03888,0.04356,0.03399,0.01926
NA,2018,"Tottori","Jul",70,"GmWMC070","D1",158,0,0.01287,0.01297,0.01907,0.01823,0.02281,0.02,0.04145,0.03619,0.03079,0.03413,0.03141,0.04026,0.03509,0.03675,0.03125,0.07007,0.0699,0.06815,0.05464,0.07328,0.04558,0.04757,0.0567,0.036
NA,2018,"Tottori","Jul",127,"GmWMC127","D1",159,0,0.01065,0.01154,0.02002,0.02131,0.02166,0.01775,0.03869,0.03984,0.03365,0.04291,0.04546,0.05598,0.04956,0.04472,0.04848,0.08047,0.09257,0.08788,0.06121,0.0902,0.07276,0.06719,0.06176,0.06841
NA,2018,"Tottori","Jul",103,"GmWMC103","D1",160,0,0.02048,0.02313,0.03174,0.0284,0.03368,0.03377,0.05107,0.05034,0.04418,0.05297,0.05265,0.05574,0.05104,0.04152,0.04244,0.08071,0.07904,0.06937,0.04832,0.07271,0.05094,0.05679,0.03198,0.0417
NA,2018,"Tottori","Jul",80,"GmJMC080","D1",161,0,0.00928,0.01687,0.0261,0.03098,0.02783,0.02754,0.04534,0.04039,0.03124,0.03846,0.03403,0.03606,0.03893,0.02795,0.02905,0.04747,0.05063,0.05876,0.04023,0.05167,0.03242,0.03474,0.03572,0.03139
NA,2018,"Tottori","Jul",79,"GmJMC079","D1",162,0,0.02619,0.0368,0.04833,0.04528,0.05059,0.04799,0.08843,0.06015,0.0559,0.06251,0.06101,0.06144,0.05333,0.03438,0.03625,0.0694,0.06571,0.07995,0.05244,0.06093,0.03979,0.03172,0.04683,0.02135
NA,2018,"Tottori","Jul",95,"GmJMC095","D1",163,0,0.0218,0.0284,0.03979,0.03465,0.0354,0.03417,0.05838,0.04958,0.05024,0.0422,0.04427,0.05241,0.03837,0.02934,0.03445,0.06131,0.07224,0.05672,0.02981,0.05836,0.04065,0.04068,0.04228,0.03282
NA,2018,"Tottori","Jul",40,"GmJMC040","D1",164,0,0.01321,0.01686,0.02974,0.02633,0.02745,0.02389,0.04647,0.03444,0.03769,0.03637,0.0363,0.03671,0.03491,0.02585,0.03267,0.05012,0.05775,0.05898,0.0352,0.04002,0.0192,0.02435,0.03451,0.02232
NA,2018,"Tottori","Jul",54,"GmJMC054","D1",165,0,0.01276,0.01953,0.0354,0.03357,0.03558,0.03369,0.05514,0.05441,0.04889,0.05432,0.0545,0.05966,0.0517,0.04788,0.05173,0.0642,0.06836,0.08048,0.06169,0.06345,0.04486,0.04562,0.05149,0.03834
NA,2018,"Tottori","Jul",38,"GmWMC038","D1",166,0,0.00905,0.00845,0.01862,0.01483,0.01886,0.0164,0.02905,0.0258,0.02634,0.02779,0.02807,0.02885,0.02764,0.02041,0.02255,0.05254,0.05414,0.04069,0.02044,0.03025,0.02118,0.01805,0.01201,0.01182
NA,2018,"Tottori","Jul",20,"GmWMC020","D1",167,0,0.01902,0.02487,0.03692,0.03171,0.03393,0.0324,0.05096,0.042,0.04119,0.03785,0.04044,0.04208,0.03326,0.02852,0.02223,0.05768,0.05557,0.0359,0.02263,0.0259,0.01438,0.01614,0.01717,0.01516
NA,2018,"Tottori","Jul",55,"GmJMC055","D1",168,0,0.02025,0.0261,0.03566,0.03093,0.03385,0.035,0.05347,0.05093,0.04503,0.04686,0.04897,0.04908,0.04913,0.04017,0.03846,0.06213,0.06263,0.06831,0.04305,0.03314,0.03166,0.03348,0.04289,0.03465
NA,2018,"Tottori","Jul",171,"GmWMC171","D1",169,0,0.01091,0.0153,0.02349,0.01667,0.02201,0.02011,0.0336,0.02989,0.02774,0.03419,0.03777,0.03585,0.03341,0.02814,0.03094,0.05035,0.04581,0.05818,0.0277,0.02784,0.03056,0.02217,0.02037,0.01844
NA,2018,"Tottori","Jul",118,"GmWMC118","D1",170,0,0.01011,0.01655,0.02118,0.02345,0.02272,0.02513,0.04006,0.03546,0.03422,0.03753,0.03959,0.04035,0.03635,0.03091,0.04114,0.05652,0.06003,0.05893,0.0382,0.03481,0.031,0.03453,0.03233,0.02376
NA,2018,"Tottori","Jul",126,"GmJMC126","D1",171,0,0.00999,0.01637,0.02318,0.01951,0.02227,0.02053,0.04282,0.03535,0.03267,0.04091,0.03665,0.04227,0.03681,0.02456,0.03273,0.05806,0.06596,0.05544,0.04031,0.05966,0.04891,0.04767,0.06111,0.04933
NA,2018,"Tottori","Jul",3,"GmJMC003","D1",172,0,0.01727,0.02618,0.03353,0.03626,0.04023,0.03552,0.05373,0.05414,0.05663,0.06301,0.06178,0.065,0.0531,0.03489,0.04086,0.07512,0.08254,0.068,0.04289,0.08713,0.06266,0.05504,0.03405,0.01783
NA,2018,"Tottori","Jul",153,"GmWMC153","D1",173,0,0.01685,0.02339,0.02679,0.02505,0.02883,0.0281,0.03909,0.03578,0.03035,0.03608,0.0352,0.03828,0.03462,0.02623,0.02981,0.05203,0.05774,0.04204,0.02517,0.03355,0.02598,0.02496,0.03067,0.01779
NA,2018,"Tottori","Jul",99,"GmJMC099","D1",174,0,0.02069,0.03399,0.0352,0.03956,0.03703,0.0377,0.06029,0.05321,0.04896,0.05672,0.05795,0.06205,0.05458,0.04674,0.04862,0.07285,0.07374,0.0836,0.06187,0.07196,0.05459,0.04919,0.04818,0.03609
NA,2018,"Tottori","Jul",59,"GmJMC059","D1",175,0,0.01486,0.02534,0.03011,0.02314,0.02645,0.02553,0.04591,0.04444,0.03521,0.04242,0.04477,0.04825,0.04089,0.02076,0.02751,0.0542,0.05702,0.05117,0.02719,0.03026,0.01957,0.01809,0.02432,0.01913
NA,2018,"Tottori","Jul",41,"GmJMC041","D1",176,0,0.01319,0.02312,0.02343,0.02414,0.02319,0.02489,0.03969,0.03712,0.03581,0.03839,0.03674,0.03948,0.03688,0.02631,0.03002,0.04685,0.05268,0.05363,0.03544,0.04397,0.02636,0.03041,0.03586,0.0253
